-0.2717,21.5,-43,-21.5,-0.2717,0,-22.5,45,22.5,-0.2717,-4,5,0,0,-4,4,-5,0,0,4,"in previous version,the roll of swing leg was constantly 0 even when it was not lifting"
-0.8139,21.5,-43,-21.5,-0.8139,0,-22.5,45,22.5,-0.8139,-4,5,0,0,-4,4,-5,0,0,4,"due to offset ,right leg length is not same as left...so decreased hip pitch"
-1.3529,21.5,-43,-21.5,-1.3529,0,-22.5,45,22.5,-1.3529,-4,5,0,0,-4,4,-5,0,0,4,
-1.8864,21.5,-43,-21.5,-1.8864,0,-22.5,45,22.5,-1.8864,-4,5,0,0,-4,4,-5,0,0,4,
-2.4123,21.5,-43,-21.5,-2.4123,0,-22.5,45,22.5,-2.4123,-4,5,0,0,-4,4,-5,0,0,4,
-2.9285,21.5,-43,-21.5,-2.9285,0,-22.5,45,22.5,-2.9285,-4,5,0,0,-4,4,-5,0,0,4,
-3.4329,21.5,-43,-21.5,-3.4329,0,-22.5,45,22.5,-3.4329,-4,5,0,0,-4,4,-5,0,0,4,
-3.9235,21.5,-43,-21.5,-3.9235,0,-22.5,45,22.5,-3.9235,-4,5,0,0,-4,4,-5,0,0,4,
-4.3983,21.5,-43,-21.5,-4.3983,0,-22.5,45,22.5,-4.3983,-4,5,0,0,-4,4,-5,0,0,4,
-4.8553,21.5,-43,-21.5,-4.8553,0,-22.5,45,22.5,-4.8553,-4,5,0,0,-4,4,-5,0,0,4,
-5.2929,21.5,-43,-21.5,-5.2929,0,-22.5,45,22.5,-5.2929,-4,5,0,0,-4,4,-5,0,0,4,
-5.7091,21.5,-43,-21.5,-5.7091,0,-22.5,45,22.5,-5.7091,-4,5,0,0,-4,4,-5,0,0,4,
-6.1023,21.5,-43,-21.5,-6.1023,0,-22.5,45,22.5,-6.1023,-4,5,0,0,-4,4,-5,0,0,4,
-6.471,21.5,-43,-21.5,-6.471,0,-22.5,45,22.5,-6.471,-4,5,0,0,-4,4,-5,0,0,4,
-6.8136,21.5,-43,-21.5,-6.8136,0,-22.5,45,22.5,-6.8136,-4,5,0,0,-4,4,-5,0,0,4,
-7.1287,21.5,-43,-21.5,-7.1287,0,-22.5,45,22.5,-7.1287,-4,5,0,0,-4,4,-5,0,0,4,
-7.4152,21.5,-43,-21.5,-7.4152,0,-22.5,45,22.5,-7.4152,-4,5,0,0,-4,4,-5,0,0,4,
-7.6718,21.5,-43,-21.5,-7.6718,0,-22.5,45,22.5,-7.6718,-4,5,0,0,-4,4,-5,0,0,4,
-7.8975,21.5,-43,-21.5,-7.8975,0,-22.5,45,22.5,-7.8975,-4,5,0,0,-4,4,-5,0,0,4,
