0,0,0,0,0,0,0,0,0,0
0.02004,0.02004,0.02004,0.02004,0.02004,0.02004,0.02004,0.02004,0.02004,0.02004
0.04008,0.04008,0.04008,0.04008,0.04008,0.04008,0.04008,0.04008,0.04008,0.04008
0.06012,0.06012,0.06012,0.06012,0.06012,0.06012,0.06012,0.06012,0.06012,0.06012
0.08016,0.08016,0.08016,0.08016,0.08016,0.08016,0.08016,0.08016,0.08016,0.08016
0.1002,0.1002,0.1002,0.1002,0.1002,0.1002,0.1002,0.1002,0.1002,0.1002
0.12024,0.12024,0.12024,0.12024,0.12024,0.12024,0.12024,0.12024,0.12024,0.12024
0.14028,0.14028,0.14028,0.14028,0.14028,0.14028,0.14028,0.14028,0.14028,0.14028
0.16032,0.16032,0.16032,0.16032,0.16032,0.16032,0.16032,0.16032,0.16032,0.16032
0.18036,0.18036,0.18036,0.18036,0.18036,0.18036,0.18036,0.18036,0.18036,0.18036
0.2004,0.2004,0.2004,0.2004,0.2004,0.2004,0.2004,0.2004,0.2004,0.2004
0.22044,0.22044,0.22044,0.22044,0.22044,0.22044,0.22044,0.22044,0.22044,0.22044
0.24048,0.24048,0.24048,0.24048,0.24048,0.24048,0.24048,0.24048,0.24048,0.24048
0.26052,0.26052,0.26052,0.26052,0.26052,0.26052,0.26052,0.26052,0.26052,0.26052
0.28056,0.28056,0.28056,0.28056,0.28056,0.28056,0.28056,0.28056,0.28056,0.28056
0.3006,0.3006,0.3006,0.3006,0.3006,0.3006,0.3006,0.3006,0.3006,0.3006
0.32064,0.32064,0.32064,0.32064,0.32064,0.32064,0.32064,0.32064,0.32064,0.32064
0.34068,0.34068,0.34068,0.34068,0.34068,0.34068,0.34068,0.34068,0.34068,0.34068
0.36072,0.36072,0.36072,0.36072,0.36072,0.36072,0.36072,0.36072,0.36072,0.36072
0.38076,0.38076,0.38076,0.38076,0.38076,0.38076,0.38076,0.38076,0.38076,0.38076
0.4008,0.4008,0.4008,0.4008,0.4008,0.4008,0.4008,0.4008,0.4008,0.4008
0.42084,0.42084,0.42084,0.42084,0.42084,0.42084,0.42084,0.42084,0.42084,0.42084
0.44088,0.44088,0.44088,0.44088,0.44088,0.44088,0.44088,0.44088,0.44088,0.44088
0.46092,0.46092,0.46092,0.46092,0.46092,0.46092,0.46092,0.46092,0.46092,0.46092
0.48096,0.48096,0.48096,0.48096,0.48096,0.48096,0.48096,0.48096,0.48096,0.48096
0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501,0.501
0.52104,0.52104,0.52104,0.52104,0.52104,0.52104,0.52104,0.52104,0.52104,0.52104
0.54108,0.54108,0.54108,0.54108,0.54108,0.54108,0.54108,0.54108,0.54108,0.54108
0.56112,0.56112,0.56112,0.56112,0.56112,0.56112,0.56112,0.56112,0.56112,0.56112
0.58116,0.58116,0.58116,0.58116,0.58116,0.58116,0.58116,0.58116,0.58116,0.58116
0.6012,0.6012,0.6012,0.6012,0.6012,0.6012,0.6012,0.6012,0.6012,0.6012
0.62124,0.62124,0.62124,0.62124,0.62124,0.62124,0.62124,0.62124,0.62124,0.62124
0.64128,0.64128,0.64128,0.64128,0.64128,0.64128,0.64128,0.64128,0.64128,0.64128
0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132,0.66132
0.68136,0.68136,0.68136,0.68136,0.68136,0.68136,0.68136,0.68136,0.68136,0.68136
0.7014,0.7014,0.7014,0.7014,0.7014,0.7014,0.7014,0.7014,0.7014,0.7014
0.72144,0.72144,0.72144,0.72144,0.72144,0.72144,0.72144,0.72144,0.72144,0.72144
0.74148,0.74148,0.74148,0.74148,0.74148,0.74148,0.74148,0.74148,0.74148,0.74148
0.76152,0.76152,0.76152,0.76152,0.76152,0.76152,0.76152,0.76152,0.76152,0.76152
0.78156,0.78156,0.78156,0.78156,0.78156,0.78156,0.78156,0.78156,0.78156,0.78156
0.8016,0.8016,0.8016,0.8016,0.8016,0.8016,0.8016,0.8016,0.8016,0.8016
0.82164,0.82164,0.82164,0.82164,0.82164,0.82164,0.82164,0.82164,0.82164,0.82164
0.84168,0.84168,0.84168,0.84168,0.84168,0.84168,0.84168,0.84168,0.84168,0.84168
0.86172,0.86172,0.86172,0.86172,0.86172,0.86172,0.86172,0.86172,0.86172,0.86172
0.88176,0.88176,0.88176,0.88176,0.88176,0.88176,0.88176,0.88176,0.88176,0.88176
0.9018,0.9018,0.9018,0.9018,0.9018,0.9018,0.9018,0.9018,0.9018,0.9018
0.92184,0.92184,0.92184,0.92184,0.92184,0.92184,0.92184,0.92184,0.92184,0.92184
0.94188,0.94188,0.94188,0.94188,0.94188,0.94188,0.94188,0.94188,0.94188,0.94188
0.96192,0.96192,0.96192,0.96192,0.96192,0.96192,0.96192,0.96192,0.96192,0.96192
0.98196,0.98196,0.98196,0.98196,0.98196,0.98196,0.98196,0.98196,0.98196,0.98196
1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002,1.002
1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022,1.022
1.0421,1.0421,1.0421,1.0421,1.0421,1.0421,1.0421,1.0421,1.0421,1.0421
1.0621,1.0621,1.0621,1.0621,1.0621,1.0621,1.0621,1.0621,1.0621,1.0621
1.0822,1.0822,1.0822,1.0822,1.0822,1.0822,1.0822,1.0822,1.0822,1.0822
1.1022,1.1022,1.1022,1.1022,1.1022,1.1022,1.1022,1.1022,1.1022,1.1022
1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222,1.1222
1.1423,1.1423,1.1423,1.1423,1.1423,1.1423,1.1423,1.1423,1.1423,1.1423
1.1623,1.1623,1.1623,1.1623,1.1623,1.1623,1.1623,1.1623,1.1623,1.1623
1.1824,1.1824,1.1824,1.1824,1.1824,1.1824,1.1824,1.1824,1.1824,1.1824
1.2024,1.2024,1.2024,1.2024,1.2024,1.2024,1.2024,1.2024,1.2024,1.2024
1.2224,1.2224,1.2224,1.2224,1.2224,1.2224,1.2224,1.2224,1.2224,1.2224
1.2425,1.2425,1.2425,1.2425,1.2425,1.2425,1.2425,1.2425,1.2425,1.2425
1.2625,1.2625,1.2625,1.2625,1.2625,1.2625,1.2625,1.2625,1.2625,1.2625
1.2826,1.2826,1.2826,1.2826,1.2826,1.2826,1.2826,1.2826,1.2826,1.2826
1.3026,1.3026,1.3026,1.3026,1.3026,1.3026,1.3026,1.3026,1.3026,1.3026
